id	original_sentence	auxiliary_sentence	label_id	label
109	I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.	anecdotes	4	none
109	I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.	food	0	positive
109	I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.	ambience	4	none
109	I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.	service	4	none
1092	On a monthly basis my friends and I get together and have a girls night out.	price	4	none
1092	On a monthly basis my friends and I get together and have a girls night out.	anecdotes	1	neutral
1092	On a monthly basis my friends and I get together and have a girls night out.	food	4	none
1092	On a monthly basis my friends and I get together and have a girls night out.	ambience	4	none
1092	On a monthly basis my friends and I get together and have a girls night out.	service	4	none
1093	We try frequenting new restaurants all over the city, but any time that we  visit a restaurant other than Roth's we are always disappointed.	price	4	none
1093	We try frequenting new restaurants all over the city, but any time that we  visit a restaurant other than Roth's we are always disappointed.	anecdotes	1	neutral
1093	We try frequenting new restaurants all over the city, but any time that we  visit a restaurant other than Roth's we are always disappointed.	food	4	none
1093	We try frequenting new restaurants all over the city, but any time that we  visit a restaurant other than Roth's we are always disappointed.	ambience	4	none
1093	We try frequenting new restaurants all over the city, but any time that we  visit a restaurant other than Roth's we are always disappointed.	service	4	none
1094	The food is amazing!!!!	price	4	none
1094	The food is amazing!!!!	anecdotes	4	none
1094	The food is amazing!!!!	food	0	positive
1094	The food is amazing!!!!	ambience	4	none
1094	The food is amazing!!!!	service	4	none
1095	The quality of food at this restaurant accompanied  by fantastic live jazz makes this place a perfect 10!	price	4	none
1095	The quality of food at this restaurant accompanied  by fantastic live jazz makes this place a perfect 10!	anecdotes	4	none
1095	The quality of food at this restaurant accompanied  by fantastic live jazz makes this place a perfect 10!	food	0	positive
1095	The quality of food at this restaurant accompanied  by fantastic live jazz makes this place a perfect 10!	ambience	0	positive
1095	The quality of food at this restaurant accompanied  by fantastic live jazz makes this place a perfect 10!	service	4	none
1096	This is definitely an  excellent date spot because of the ambiance and on the weekends the  night scene is more than alive.	price	4	none
1096	This is definitely an  excellent date spot because of the ambiance and on the weekends the  night scene is more than alive.	anecdotes	4	none
1096	This is definitely an  excellent date spot because of the ambiance and on the weekends the  night scene is more than alive.	food	4	none
1096	This is definitely an  excellent date spot because of the ambiance and on the weekends the  night scene is more than alive.	ambience	0	positive
1096	This is definitely an  excellent date spot because of the ambiance and on the weekends the  night scene is more than alive.	service	4	none
1097	I recommend this spot to anyone who enjoys  fine cuisine at reasonable prices.	price	0	positive
1097	I recommend this spot to anyone who enjoys  fine cuisine at reasonable prices.	anecdotes	0	positive
1097	I recommend this spot to anyone who enjoys  fine cuisine at reasonable prices.	food	0	positive
1097	I recommend this spot to anyone who enjoys  fine cuisine at reasonable prices.	ambience	4	none
1097	I recommend this spot to anyone who enjoys  fine cuisine at reasonable prices.	service	4	none
1098	I have been to Roth's twice and both times were very disappointing.	price	4	none
1098	I have been to Roth's twice and both times were very disappointing.	anecdotes	2	negative
1098	I have been to Roth's twice and both times were very disappointing.	food	4	none
1098	I have been to Roth's twice and both times were very disappointing.	ambience	4	none
1098	I have been to Roth's twice and both times were very disappointing.	service	4	none
1099	Once for dinner and once for brunch.	price	4	none
1099	Once for dinner and once for brunch.	anecdotes	1	neutral
1099	Once for dinner and once for brunch.	food	4	none
1099	Once for dinner and once for brunch.	ambience	4	none
1099	Once for dinner and once for brunch.	service	4	none
110	If anyones has doubt of not knowing enough about wines,please check their wine list.	price	4	none
110	If anyones has doubt of not knowing enough about wines,please check their wine list.	anecdotes	4	none
110	If anyones has doubt of not knowing enough about wines,please check their wine list.	food	0	positive
110	If anyones has doubt of not knowing enough about wines,please check their wine list.	ambience	4	none
110	If anyones has doubt of not knowing enough about wines,please check their wine list.	service	4	none
1100	Both times I was extremely dissappointed by the service, which was boarderline rude.	price	4	none
1100	Both times I was extremely dissappointed by the service, which was boarderline rude.	anecdotes	4	none
1100	Both times I was extremely dissappointed by the service, which was boarderline rude.	food	4	none
1100	Both times I was extremely dissappointed by the service, which was boarderline rude.	ambience	4	none
1100	Both times I was extremely dissappointed by the service, which was boarderline rude.	service	2	negative
1101	They wouldnt even let me finish my glass of wine before offering another.	price	4	none
1101	They wouldnt even let me finish my glass of wine before offering another.	anecdotes	4	none
1101	They wouldnt even let me finish my glass of wine before offering another.	food	4	none
1101	They wouldnt even let me finish my glass of wine before offering another.	ambience	4	none
1101	They wouldnt even let me finish my glass of wine before offering another.	service	0	positive
1102	Much of the time it seems like they do not care about you.	price	4	none
1102	Much of the time it seems like they do not care about you.	anecdotes	4	none
1102	Much of the time it seems like they do not care about you.	food	4	none
1102	Much of the time it seems like they do not care about you.	ambience	4	none
1102	Much of the time it seems like they do not care about you.	service	2	negative
1103	The dinner was ok, nothing I would have again.	price	4	none
1103	The dinner was ok, nothing I would have again.	anecdotes	4	none
1103	The dinner was ok, nothing I would have again.	food	2	negative
1103	The dinner was ok, nothing I would have again.	ambience	4	none
1103	The dinner was ok, nothing I would have again.	service	4	none
1104	I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.	price	4	none
1104	I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.	anecdotes	4	none
1104	I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.	food	2	negative
1104	I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.	ambience	4	none
1104	I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.	service	4	none
1105	I have been coming to this neighborhood spot for years.	price	4	none
1105	I have been coming to this neighborhood spot for years.	anecdotes	1	neutral
1105	I have been coming to this neighborhood spot for years.	food	4	none
1105	I have been coming to this neighborhood spot for years.	ambience	4	none
1105	I have been coming to this neighborhood spot for years.	service	4	none
1108	The only other steakhouse that seems to hold a candle to Roth's is the Strip House.	price	4	none
1108	The only other steakhouse that seems to hold a candle to Roth's is the Strip House.	anecdotes	1	neutral
1108	The only other steakhouse that seems to hold a candle to Roth's is the Strip House.	food	4	none
1108	The only other steakhouse that seems to hold a candle to Roth's is the Strip House.	ambience	4	none
